Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
89667.0,-0.884742093470821,1.07510844117609,0.759846201669522,-0.0753141680197815,1.29999980340987,-0.98450632769462,1.68989959127097,-0.263284742591263,-0.824379379037134,-0.903595406152736,-1.30318711408922,-0.32971990324188,-0.759959603228494,0.460201770095459,-1.06426153175336,-0.537334630375518,-0.343209238528211,-0.493454174007724,-0.739579083211147,-0.164884992788978,0.0615153731845596,0.154902857177626,-0.593394722583365,-0.0923358849240567,1.3426774639273,-0.445378238885963,-0.0192536669549817,0.0360069975785624,22.54,0
131240.0,0.135532787102109,0.883188422074018,-0.636914157627509,-0.771994843165877,1.12444732110301,-0.225910945918166,0.796432560045931,0.132641146483317,-0.10354708057109,-0.634785610952324,0.334194615335914,-0.198716465091404,-1.09190084328562,-0.632051299490114,-0.77819971884717,0.738738692850948,-0.0184094755583802,0.593544594043165,0.271661424322643,-0.0166341142747935,-0.336493058479215,-0.913173716301554,0.0367979666298771,-0.0431918876322337,-0.414995242747614,0.131947204073705,0.209477836988177,0.066549812566108,6.28,0
75286.0,1.26122948072531,-0.115456058387463,-1.72629301894459,0.334746082333491,0.658461520104392,-1.17569526603125,1.18193027323141,-0.729933717648797,-2.0314927234522,0.878499047763852,-1.22449427162483,0.0078550689524594,1.18185810927668,0.668399442692642,-0.0769308132296755,-2.25182341982698,-0.111490125732093,0.977110689539145,-0.62546240913514,-0.224041613873446,-0.0396057839117111,0.220663762862238,-0.650915179640213,-0.381787671761215,1.56505456248932,0.187847098049027,-0.0626318733942083,0.002288121003611,138.43,0
150451.0,-0.065308579222949,-0.808773342188516,1.829013136304,-0.450300353533288,-0.906837033881957,1.61947221526097,-0.440664078652585,0.514711245346693,2.16500923227812,-0.669834159489842,-1.54774750196919,-0.581114972223036,-2.41566840397812,-1.05446727471643,-2.2769782927883,0.430072982852792,-0.627523106763452,1.18094297656966,0.727592648296755,0.0243781917167988,0.110954281790017,0.667545109194264,0.0155406221130684,-1.08692190237876,-0.59174451298124,0.688494445177058,-0.105564099980055,-0.182886228064794,116.25,0
861.0,-0.94598740166318,1.23275335769919,0.820312643931454,0.311063570020599,0.981736280083421,0.935187763291649,0.566925625459443,-0.0086035520117534,-0.621911711489819,0.380949147356357,0.45499762543172,0.813051961669976,1.3485357185858,0.0126363998282984,0.71473490717118,-0.0071531546695598,-0.796041544806961,0.403173695485294,0.913516182367469,-0.0440426587665725,0.124922284918563,0.284644067910303,-0.197950685535595,-1.32606087074801,-0.161714668544043,-0.382919123145688,-0.488499599183705,0.144470379707012,10.0,0
151076.0,-0.440480542927539,0.784649558764116,-0.477266520448792,-0.623443776209474,1.21515301887061,-1.70918980113328,1.740529150764,-0.627202181175024,-0.541216348289882,-0.663618951394838,-0.699895572618195,0.251817880155873,0.383853584622558,0.67493463365871,0.277036124336979,-1.09021131736807,-0.207610996742775,-0.237052888792895,0.531200161904763,-0.0655833539149651,0.310814052365609,0.971324413867548,-0.288700211869762,0.104582885310977,0.210178506082088,-0.356491419897974,0.0120343396959886,0.213315194247202,44.82,0
63099.0,1.43975518686222,-1.13243339982949,0.689557583717844,-1.56614326372879,-1.38079473103446,0.192638590361315,-1.40232883324918,0.132130655377526,-1.92853914228844,1.5353362987504,1.21466943961369,0.0815639354188556,1.14809217001344,-0.414329769298982,0.34878576168814,-0.178679017904804,0.24694093943562,0.385713803136469,-0.390206209532566,-0.294126882472143,0.0030049682730551,0.45773799994204,-0.0293026568584459,-0.286978193841025,0.302776749721797,-0.072964234043975,0.0684298123340124,0.0114305752043552,10.4,0
118545.0,-1.70562330137031,-1.02113394656854,0.920535677072116,-1.63592837161757,3.27456681096151,3.73961954253922,-0.850635283164117,1.36925389376208,0.653345879995448,-1.41408793596299,-0.701349226542831,0.345317855986212,-0.441573229118517,-0.361436898936985,-0.659048816076809,-0.187644923385033,-0.416603523838093,-0.338065064180566,-0.413344866197306,0.29887251737599,-0.109424117523989,-0.665377451479778,0.0336271241590765,0.667569548664273,0.638927398315702,-0.485751171260204,0.0278654341023197,0.0833205237254409,51.9,0
149063.0,2.15250321943284,-0.561919163260781,-2.53213829563922,-0.571961518866153,0.315469142591557,-1.12602384093397,0.42352609780405,-0.42635004363106,-1.2981741099028,1.21458372653513,0.550575815090467,-0.0402173255833273,-0.960603086707828,1.06340257607307,-0.944195473977771,-2.03168872454133,-0.0145917093432811,1.23386591119786,-0.38447743385711,-0.589789496910692,-0.0451751903976419,0.319636760128509,-0.0827580611132687,0.814001317616906,0.444059560354315,0.963048689320417,-0.143041060679051,-0.0905879227410508,44.0,0
100943.0,-0.118445284502266,0.358954843959466,1.19238242268839,-0.729443042036618,0.0305011649874961,0.736488312205605,-0.362578861757593,0.250601762048232,1.9361294750363,-0.664630343309533,1.18777661436785,-2.05318733718387,1.6024788248943,1.09188538845983,-0.952304969342376,0.963030639976056,-0.417954784308768,1.01633014168621,-0.325174472051664,-0.221337569386578,-0.01029640114368,0.17772985221044,0.117088151508662,0.172803174436021,-0.820513071674371,0.327716301065579,-0.256077460970416,-0.0169752518533598,14.95,0
