Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
85648.0,-0.782315085930384,0.0121524551725754,0.600799369471617,-1.25376890332863,-0.448558338817109,1.13305122830442,-0.420746374280803,0.385323844682737,-2.74454973029528,1.59312570097034,0.298008419368683,-1.45160133901164,-0.577200707988598,0.290118751015794,2.23925909406811,-2.71993341660078,2.60094830486546,-1.71101544851406,0.170327401411019,-0.422832790333834,0.0367883794497643,0.649355191348307,-0.0107119901993111,-0.961119916309779,-0.280888216293766,0.219751473984715,-0.474200726732596,-0.202036660580684,40.0
104130.0,1.88360415704569,0.412418680905666,0.350334502680295,4.00675112211528,-0.280148576682385,0.0899778670289218,-0.583188333487784,0.0212354155303824,0.929573903166328,1.09093799802771,-0.393125979700144,-3.19634156149793,1.03008338752318,1.49614971566664,-0.724682407153045,1.40474649423324,-0.311693781468722,0.485554094748795,-2.09066273290469,-0.368805051595612,0.0355811460135117,0.353491841586949,0.231515142094826,-0.0695430162864339,-0.330790041417784,-0.041250792276262,-0.0227552941072251,-0.038571325508659,3.79
110022.0,-1.98593570156273,-1.49211669508315,0.814283637435614,-2.56811786399208,-0.242074996634439,-0.403679079954261,-0.456016812401299,0.311499509661232,-0.987471982796323,-0.163435551230806,-1.16513731726062,-3.26715354887041,3.36394937565897,0.82615240266321,-1.42063416187466,0.0992095483466314,0.696837184873376,0.707193732563358,-0.67912926670557,0.461226381906905,-0.150539361949155,-0.480371315472042,-0.0342657978881614,-1.07213785088922,0.895380907647401,-0.114111449583089,0.091449264857504,-0.134434950785334,192.0
43290.0,-1.16771084097344,-0.597028062762833,2.01597551617257,-0.097708031944078,1.78155919546008,0.607323797620524,-0.484184176172184,0.329774560175846,0.183726040341542,-0.431774440936052,0.043114596219927,1.00485599674926,1.2207445172281,-0.674493058363469,-0.485321123677917,0.619674430543009,-1.3237064412377,0.622759835715731,-0.697615562318887,0.269546793159091,0.22380776308626,0.645744022253836,-0.281167110709997,-1.31490486290169,0.429689496070391,-0.351435383779322,-0.12671871306197,-0.20143975328598,3.36
144041.0,2.0542879642141,-0.11812533657145,-1.4398323363029,0.185624786232855,0.0984812695669107,-0.883472561320771,0.0887260636781853,-0.189458852117255,0.491140789615027,0.210677465554784,0.569243108351098,0.417104552281195,-0.835434271175101,0.838519303251852,0.159024465879811,0.113775291876267,-0.820016673113903,0.641486626739511,0.184344338776931,-0.281670506341221,0.265321235419664,0.858404429162794,-0.0409796333381098,-0.322550810880257,0.251531613244193,-0.105286709188984,-0.0294005905107853,-0.074050446494243,0.89
158817.0,-1.55152214605046,-0.271539080332304,0.0662833414545783,-0.744975350426611,2.80774819168018,-0.740552027224632,0.204333003099062,0.210547172418416,-0.494460755859737,-1.2320189048831,0.0494608764916598,-0.613705638868935,-1.03521441708236,-0.552824402923826,0.213329488423481,0.759138793922197,-0.119308830348044,1.75916848309144,0.259587062219951,0.338996152436558,0.273183255713693,0.281033869772195,-0.479332336440233,-0.455527785410262,1.21480667738969,0.0369357465405631,-0.0465767933314882,0.0834065140075922,20.0
172134.0,-0.0971491971394107,0.243979014655892,0.577366460443547,-0.592669585618575,0.845948946055863,-1.00077680188265,0.898086209848729,-0.255281583448245,-0.0991459893540626,-0.225926546667691,0.659888361843075,0.238326924578807,-1.20122491060722,0.327195136126019,-1.25060677678342,-0.107579749720987,-0.571913834634936,-0.195201843365657,0.248257157948786,-0.0884053753465865,-0.153345254124283,-0.347956129421239,0.0137643958798545,0.0601867706588212,-0.490414330162614,0.152552445447187,-0.176533601161309,-0.181543768172861,4.07
163298.0,0.131214626069216,0.934595737771387,-0.477155951305785,-0.550323302740813,0.879452868310914,-0.796672812522587,0.925226891275482,-0.0541609332769412,0.09382248805186,-0.812477649580732,-0.942135315436713,-0.630390203488318,-0.866617293885048,-0.844486451952756,-0.132042953053588,0.406829491694945,0.376879599428804,-0.067023656950509,-0.182694408666094,-0.0157030947977832,-0.353887810487707,-0.929788334423894,0.111729959189938,0.447534945927337,-0.432972486889535,0.121822999479053,0.213412168568239,0.0821476766486135,9.99
59503.0,-0.467447908742149,0.933324168600549,1.42768112869523,-0.211555172864612,0.11439809497236,-0.367745692659938,0.643296479108499,0.0962202900868183,-0.641357073581768,-0.156349913867613,1.01026515862395,0.539813442707163,0.0295776414939434,0.316762740361245,0.170545593644245,0.492292773237484,-0.765231528289363,0.253669032782854,0.422753092464194,0.157992241559975,-0.187190933364875,-0.542478952443448,-0.0354643254536818,-0.0173480562050782,-0.172668470768887,0.0734937607942656,0.255236106765794,0.108945776182568,18.69
154374.0,1.56164287093157,-0.313427256818514,-0.577258566506901,4.0552841421899,0.0753122714739945,0.797761873278747,-0.0727707910287177,0.147700182401627,-0.141864698607274,1.22157574874058,-1.93084715727124,-0.514529214401768,-0.930420520082238,-0.132421772647316,-1.73811355004608,0.443672740316274,-0.34740520818326,-0.345646632405789,-1.32639351776752,0.0037787678232532,0.17102831189221,0.313839999051975,-0.0368848049877122,0.594319890830763,0.031502586412769,0.0957107836124058,-0.0434140017616678,-0.013226831759769,176.03
